Age,Sex,Condition,Mouse.Genotyping,ID,Timepoint,Genotype,DaysOfEE,DaysOfEE0
5.2,M,Enriched,Homozygous,1479,2 week,CREB -/-,16,16
4.9,M,Enriched,Wildtype,1486,2 week,CREB +/+,16,16
4.5,M,Exercise,Wildtype,1504,2 week,CREB +/+,16,16
4.5,M,Standard,Wildtype,1505,2 week,CREB +/+,16,16
4.5,M,Standard,Heterozygous,1496,2 week,CREB +/-,16,16
4.5,M,Standard,Homozygous,1497,2 week,CREB -/-,16,16
3.5,M,Exercise,Homozygous,1525,48h,CREB -/-,2,2
3.5,M,Exercise,Heterozygous,1526,48h,CREB +/-,2,2
3.5,M,Enriched,Homozygous,1529,48h,CREB -/-,2,2
3.5,M,Enriched,Heterozygous,1527,48h,CREB +/-,2,2
3.5,M,Enriched,Wildtype,1530,48h,CREB +/+,2,2
3.5,M,Exercise,Homozygous,1525,Pre1,CREB -/-,-4,0
3.5,M,Exercise,Heterozygous,1526,Pre1,CREB +/-,-4,0
3.5,M,Enriched,Homozygous,1529,Pre1,CREB -/-,-4,0
3.5,M,Enriched,Heterozygous,1527,Pre1,CREB +/-,-4,0
3.5,M,Enriched,Wildtype,1530,Pre1,CREB +/+,-4,0
3.5,M,Exercise,Homozygous,1525,Pre2,CREB -/-,-3,0
3.5,M,Exercise,Heterozygous,1526,Pre2,CREB +/-,-3,0
3.5,M,Enriched,Homozygous,1529,Pre2,CREB -/-,-3,0
3.5,M,Enriched,Heterozygous,1527,Pre2,CREB +/-,-3,0
3.5,M,Enriched,Wildtype,1530,Pre2,CREB +/+,-3,0
3.5,M,Exercise,Homozygous,1525,1 week,CREB -/-,8,8
3.5,M,Exercise,Heterozygous,1526,1 week,CREB +/-,8,8
3.5,M,Enriched,Homozygous,1529,1 week,CREB -/-,8,8
3.5,M,Enriched,Heterozygous,1527,1 week,CREB +/-,8,8
3.5,M,Enriched,Wildtype,1530,1 week,CREB +/+,8,8
3.5,M,Enriched,Homozygous,1529,2 week,CREB -/-,16,16
3.5,M,Enriched,Heterozygous,1527,2 week,CREB +/-,16,16
3.5,M,Enriched,Wildtype,1530,2 week,CREB +/+,16,16
3.5,M,Exercise,Homozygous,1525,2 week,CREB -/-,16,16
3.5,M,Exercise,Heterozygous,1526,2 week,CREB +/-,16,16
8.4,M,Enriched,Heterozygous,1540,48h,CREB +/-,2,2
8.1,M,Enriched,Wildtype,1551,48h,CREB +/+,2,2
8.1,M,Enriched,Heterozygous,1552,48h,CREB +/-,2,2
8.4,M,Standard,Homozygous,1541,48h,CREB -/-,2,2
8.4,M,Standard,Heterozygous,1542,48h,CREB +/-,2,2
8.4,M,Enriched,Heterozygous,1540,Pre1,CREB +/-,-4,0
8.1,M,Enriched,Wildtype,1551,Pre1,CREB +/+,-4,0
8.1,M,Enriched,Heterozygous,1552,Pre1,CREB +/-,-4,0
8.4,M,Standard,Homozygous,1541,Pre1,CREB -/-,-4,0
8.4,M,Standard,Heterozygous,1542,Pre1,CREB +/-,-4,0
8.4,M,Enriched,Heterozygous,1540,Pre2,CREB +/-,-3,0
8.1,M,Enriched,Wildtype,1551,Pre2,CREB +/+,-3,0
8.1,M,Enriched,Heterozygous,1552,Pre2,CREB +/-,-3,0
8.4,M,Standard,Homozygous,1541,Pre2,CREB -/-,-3,0
8.4,M,Standard,Heterozygous,1542,Pre2,CREB +/-,-3,0
8.5,M,Exercise,Homozygous,1533,Pre2,CREB -/-,-3,0
8.4,M,Enriched,Heterozygous,1540,1 week,CREB +/-,8,8
8.4,M,Standard,Homozygous,1541,1 week,CREB -/-,8,8
8.1,M,Enriched,Wildtype,1551,1 week,CREB +/+,8,8
8.1,M,Enriched,Heterozygous,1552,1 week,CREB +/-,8,8
8.4,M,Standard,Heterozygous,1542,1 week,CREB +/-,8,8
8.5,M,Exercise,Homozygous,1533,1 week,CREB -/-,8,8
8.4,M,Enriched,Heterozygous,1540,2 week,CREB +/-,16,16
8.1,M,Enriched,Wildtype,1551,2 week,CREB +/+,16,16
8.1,M,Enriched,Heterozygous,1552,2 week,CREB +/-,16,16
8.4,M,Standard,Homozygous,1541,2 week,CREB -/-,16,16
8.4,M,Standard,Heterozygous,1542,2 week,CREB +/-,16,16
8.5,M,Exercise,Homozygous,1533,2 week,CREB -/-,16,16
8.2,M,Enriched,Wildtype,1546,48h,CREB +/+,2,2
8.2,M,Enriched,Heterozygous,1547,48h,CREB +/-,2,2
8.5,M,Enriched,Homozygous,1535,48h,CREB -/-,2,2
8.1,M,Standard,Heterozygous,1550,48h,CREB +/-,2,2
7.8,M,Standard,Heterozygous,1558,48h,CREB +/-,2,2
8.4,M,Exercise,Heterozygous,1539,48h,CREB +/-,2,2
7.8,M,Exercise,Homozygous,1559,48h,CREB -/-,2,2
8.2,M,Enriched,Wildtype,1546,Pre1,CREB +/+,-4,0
8.2,M,Enriched,Heterozygous,1547,Pre1,CREB +/-,-4,0
8.5,M,Enriched,Homozygous,1535,Pre1,CREB -/-,-4,0
8.1,M,Standard,Heterozygous,1550,Pre1,CREB +/-,-4,0
7.8,M,Standard,Heterozygous,1558,Pre1,CREB +/-,-4,0
8.4,M,Exercise,Heterozygous,1539,Pre1,CREB +/-,-4,0
7.8,M,Exercise,Homozygous,1559,Pre1,CREB -/-,-4,0
8.2,M,Enriched,Heterozygous,1547,Pre2,CREB +/-,-3,0
8.5,M,Enriched,Homozygous,1535,Pre2,CREB -/-,-3,0
8.1,M,Standard,Heterozygous,1550,Pre2,CREB +/-,-3,0
7.8,M,Standard,Heterozygous,1558,Pre2,CREB +/-,-3,0
8.4,M,Exercise,Heterozygous,1539,Pre2,CREB +/-,-3,0
7.8,M,Exercise,Homozygous,1559,Pre2,CREB -/-,-3,0
8.2,M,Enriched,Heterozygous,1547,1 week,CREB +/-,8,8
8.5,M,Enriched,Homozygous,1535,1 week,CREB -/-,8,8
8.1,M,Standard,Heterozygous,1550,1 week,CREB +/-,8,8
7.8,M,Standard,Heterozygous,1558,1 week,CREB +/-,8,8
8.4,M,Exercise,Heterozygous,1539,1 week,CREB +/-,8,8
7.8,M,Exercise,Homozygous,1559,1 week,CREB -/-,8,8
8.2,M,Enriched,Wildtype,1546,2 week,CREB +/+,16,16
8.2,M,Enriched,Heterozygous,1547,2 week,CREB +/-,16,16
8.5,M,Enriched,Homozygous,1535,2 week,CREB -/-,16,16
8.1,M,Standard,Heterozygous,1550,2 week,CREB +/-,16,16
7.8,M,Standard,Heterozygous,1558,2 week,CREB +/-,16,16
8.4,M,Exercise,Heterozygous,1539,2 week,CREB +/-,16,16
7.8,M,Exercise,Homozygous,1559,2 week,CREB -/-,16,16
7.4,M,Standard,Homozygous,1567,48h,CREB -/-,2,2
7.4,M,Exercise,Wildtype,1568,48h,CREB +/+,2,2
7.4,M,Standard,Heterozygous,1572,48h,CREB +/-,2,2
7.4,M,Enriched,Wildtype,1569,48h,CREB +/+,2,2
7.4,M,Enriched,Heterozygous,1581,48h,CREB +/-,2,2
7.4,M,Enriched,Heterozygous,1573,48h,CREB +/-,2,2
7.4,M,Enriched,Homozygous,1575,48h,CREB -/-,2,2
7.4,M,Standard,Homozygous,1567,Pre1,CREB -/-,-4,0
7.4,M,Exercise,Wildtype,1568,Pre1,CREB +/+,-4,0
7.4,M,Standard,Heterozygous,1572,Pre1,CREB +/-,-4,0
7.4,M,Enriched,Wildtype,1569,Pre1,CREB +/+,-4,0
7.4,M,Enriched,Heterozygous,1581,Pre1,CREB +/-,-4,0
7.4,M,Enriched,Heterozygous,1573,Pre1,CREB +/-,-4,0
7.4,M,Enriched,Homozygous,1575,Pre1,CREB -/-,-4,0
7.4,M,Standard,Homozygous,1567,Pre2,CREB -/-,-3,0
7.4,M,Exercise,Wildtype,1568,Pre2,CREB +/+,-3,0
7.4,M,Standard,Heterozygous,1572,Pre2,CREB +/-,-3,0
7.4,M,Enriched,Wildtype,1569,Pre2,CREB +/+,-3,0
7.4,M,Enriched,Heterozygous,1581,Pre2,CREB +/-,-3,0
7.4,M,Enriched,Heterozygous,1573,Pre2,CREB +/-,-3,0
7.4,M,Enriched,Homozygous,1575,Pre2,CREB -/-,-3,0
7.4,M,Standard,Homozygous,1567,1 week,CREB -/-,8,8
7.4,M,Exercise,Wildtype,1568,1 week,CREB +/+,8,8
7.4,M,Standard,Heterozygous,1572,1 week,CREB +/-,8,8
7.4,M,Enriched,Wildtype,1569,1 week,CREB +/+,8,8
7.4,M,Enriched,Heterozygous,1581,1 week,CREB +/-,8,8
7.4,M,Enriched,Heterozygous,1573,1 week,CREB +/-,8,8
7.4,M,Enriched,Homozygous,1575,1 week,CREB -/-,8,8
7.4,M,Standard,Homozygous,1567,2 week,CREB -/-,16,16
7.4,M,Exercise,Wildtype,1568,2 week,CREB +/+,16,16
7.4,M,Standard,Heterozygous,1572,2 week,CREB +/-,16,16
7.4,M,Enriched,Wildtype,1569,2 week,CREB +/+,16,16
7.4,M,Enriched,Heterozygous,1581,2 week,CREB +/-,16,16
7.4,M,Enriched,Heterozygous,1573,2 week,CREB +/-,16,16
7.4,M,Enriched,Homozygous,1575,2 week,CREB -/-,16,16
7.7,M,Standard,Heterozygous,1590,48h,CREB +/-,2,2
7.1,M,Exercise,Heterozygous,1602,48h,CREB +/-,2,2
7.1,M,Standard,Wildtype,1603,48h,CREB +/+,2,2
7.1,M,Exercise,Homozygous,1604,48h,CREB -/-,2,2
7.7,M,Exercise,Heterozygous,1593,48h,CREB +/-,2,2
7.7,M,Enriched,Homozygous,1587,48h,CREB -/-,2,2
7.7,M,Exercise,Wildtype,1588,48h,CREB +/+,2,2
7.7,M,Standard,Heterozygous,1590,Pre1,CREB +/-,-4,0
7.1,M,Exercise,Heterozygous,1602,Pre1,CREB +/-,-4,0
7.1,M,Standard,Wildtype,1603,Pre1,CREB +/+,-4,0
7.1,M,Exercise,Homozygous,1604,Pre1,CREB -/-,-4,0
7.7,M,Exercise,Heterozygous,1593,Pre1,CREB +/-,-4,0
7.7,M,Enriched,Homozygous,1587,Pre1,CREB -/-,-4,0
7.7,M,Exercise,Wildtype,1588,Pre1,CREB +/+,-4,0
7.1,M,Standard,Wildtype,1603,Pre2,CREB +/+,-3,0
7.7,M,Enriched,Homozygous,1587,Pre2,CREB -/-,-3,0
7.7,M,Standard,Heterozygous,1590,1 week,CREB +/-,8,8
7.1,M,Exercise,Heterozygous,1602,1 week,CREB +/-,8,8
7.1,M,Standard,Wildtype,1603,1 week,CREB +/+,8,8
7.1,M,Exercise,Homozygous,1604,1 week,CREB -/-,8,8
7.7,M,Exercise,Heterozygous,1593,1 week,CREB +/-,8,8
7.7,M,Enriched,Homozygous,1587,1 week,CREB -/-,8,8
7.7,M,Exercise,Wildtype,1588,1 week,CREB +/+,8,8
7.7,M,Standard,Heterozygous,1590,2 week,CREB +/-,16,16
7.1,M,Exercise,Heterozygous,1602,2 week,CREB +/-,16,16
7.1,M,Standard,Wildtype,1603,2 week,CREB +/+,16,16
7.1,M,Exercise,Homozygous,1604,2 week,CREB -/-,16,16
7.7,M,Exercise,Heterozygous,1593,2 week,CREB +/-,16,16
7.7,M,Enriched,Homozygous,1587,2 week,CREB -/-,16,16
7.7,M,Exercise,Wildtype,1588,2 week,CREB +/+,16,16
